Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
J. Fleck,Sheffield United,Sheffield United,LCMF,31,3000000,2023-06-30,12,736,0,0.08,1,1.75,12.72,55.77,Scotland,Scotland,left,170,72,no,8.19,5.63,71.74,1.96,56.25,0.73,1.05,0.24,3.42,4.88,0.49,2,0.24,0,0,0.73,0,0,0,0.01,0,0,4,0.49,0,0,0.12,0.73,16.67,0.49,25,0.24,0,0,1.35,36.36,3.79,32.26,0.86,0.86,0.24,20.91,0.24,0.73,31.55,79.46,10.27,65.48,6.24,90.2,9.05,86.49,28.37,84.48,2.45,40,15.88,23.79,0.21,1.71,0.12,0,0.61,20,0.61,5.14,64.29,1.47,33.33,0.73,33.33,0.86,0.12,4.65,71.05,0,,0,,0,0,0,0,,,0.49,,,0.73,0,0,2.57,0,0
O. Norwood,Sheffield United,Sheffield United,"DMF, RCMF",31,3000000,2023-06-30,30,2957,2,2.04,5,7.33,12.66,58.89,England,"England, Northern Ireland",right,180,75,no,11.5,6.06,70.35,2.13,47.14,1.25,1.85,0.3,6,8.87,0.67,5,0.15,0,0,2.01,0.06,2,0.06,0.06,0,0,46,1.4,32.61,4.348,0.15,2.5,43.9,0.49,50,1.92,42.86,0.18,0.33,72.73,1.67,58.18,0.33,0.49,0.15,40.75,0.18,0.67,56.22,80.18,22.34,67.3,5.78,97.37,22.1,86.36,41.82,90.25,12.11,52.51,23.28,43.45,0.22,1.73,0.09,0.03,0.52,41.18,0.46,13.85,63.74,4.35,47.55,1.46,33.33,1.13,1.03,12.63,78.8,0,,0,,0,0,0,0,,,0.85,,,2.04,0.3,20,3.74,1,0
L. Baker,Stoke City,Stoke City,"RCMF, LCMF",27,3000000,2025-06-30,30,2752,5,5.04,4,3.17,12.89,51.02,England,"England, Jamaica",right,182,77,no,7.26,5.36,65.24,1.31,52.5,0.39,0.55,0.39,3.37,4.7,0.92,5,0.16,0,0,1.73,0.16,4,0.13,0.16,0,0,51,1.67,43.14,9.804,0.13,0.95,24.14,0.33,10,0.62,31.58,0.07,1.28,58.97,3.56,42.2,0.82,0.65,0.33,17.07,0.36,0.59,28.32,85.45,8.34,70.98,5.1,97.44,10.47,91.56,25.25,90.16,2.19,55.22,18,33.9,0.1,1.01,0.07,0.07,0.29,11.11,0.16,4.51,76.09,1.47,37.78,0.52,25,0.26,0.33,3.89,77.31,0,,0,,0,0,0,0,,,0.33,,,2.26,0.36,54.55,3.37,2,50
T. Campbell,Stoke City,Stoke City,"CF, RAMF",23,3000000,2024-06-30,26,1565,5,3.91,3,2.5,22.31,35.05,England,"England, Jamaica",left,183,75,no,3.28,2.76,66.67,4.37,27.63,0,0,0.12,1.44,2.05,0.86,2,0.12,0,0,4.08,0.29,5,0.29,0.22,0,0,39,2.24,46.15,12.821,0.17,2.24,33.33,1.04,22.22,1.21,42.86,0.17,4.08,53.52,9.6,34.73,4.03,2.07,0.81,12.31,2.07,0.29,18.23,69.4,3.51,67.21,4.6,83.75,5.06,70.45,15.7,73.99,0.35,83.33,16.75,9.73,0.14,0.69,0,0,0.23,50,0.63,1.27,68.18,1.73,66.67,0.17,66.67,0.98,0.75,2.47,81.4,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
K. Davis,Watford,Watford,CF,25,3000000,2024-06-30,22,1618,4,4.84,1,1.17,29.93,33.64,England,England,left,189,86,yes,2.61,3.06,40,4.95,33.71,0.33,0.49,0.33,1.06,1.54,2.11,2,0.11,0,0,3.28,0.22,4,0.22,0.27,0,0,32,1.78,46.88,12.5,0.06,0.28,40,0.17,33.33,0.11,50,0.06,4.84,43.68,16.24,33.9,3,2.28,0.72,9.4,1.22,0.89,19.41,83.95,3,81.48,5.78,89.42,6.4,79.13,18.52,84.68,0.61,81.82,15.36,13.26,0.07,0.28,0.06,0,0.44,50,0.22,1.61,79.31,0.83,73.33,0.28,40,0.78,0.11,1.67,56.67,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
T. Pukki,Norwich City,Norwich City,CF,32,3000000,2023-06-30,29,2451,10,10.1,7,3.1,15.5,33.65,Finland,Finland,right,180,73,no,2.94,3.16,48.84,1.4,13.16,0.07,0.12,0.11,1.32,2.1,1.03,1,0.04,0,0,3.64,0.37,10,0.37,0.37,1,0.04,72,2.64,41.67,13.889,0.26,1.73,25.53,0.55,40,1.14,16.13,0.22,4.08,48.65,7.89,35.35,4.99,1.29,0.62,9.88,1.51,0.66,13.7,65.68,2.2,46.67,3.45,87.23,3.93,64.49,11.75,71.25,0.29,75,16.32,10.07,0.11,0.92,0.04,0.04,0.55,20,0.66,0.81,59.09,1.69,47.83,0.37,20,1.03,0.4,0.81,77.27,0,,0,,0,0,0,0,,,0,,,0,0,0,0,1,0
A. Gunn,Norwich City,Norwich City,GK,27,3000000,2025-06-30,15,1486,0,0,0,0,0.61,60,England,"England, Scotland",right,196,77,no,1.7,0,0,0.36,66.67,0,0,0,1.7,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,16.41,0.06,0.06,23.68,88.24,10.3,74.12,0,0,12.48,99.03,15.5,99.22,8.18,67.41,31.23,48.08,0,0,0,0,0,0,0,1.45,33.33,0.12,0,0,0,0,0,5.09,73.81,18,1.09,60,3.63,2,70,20.13,1.22,2.13,0.129,0,1.15,0.36,,,,0,0,0
T. Iroegbunam,Queens Park Rangers,Queens Park Rangers,"LCMF, RDMF, RCMF",19,3000000,2027-06-30,23,1743,0,2.17,0,0.72,21.64,46.06,England,"England, Nigeria",right,183,70,yes,9.45,6.82,53.03,2.79,37.04,1.14,1.71,0.31,4.7,7.05,1.6,6,0.31,0,0,3.61,0,0,0,0.11,0,0,28,1.45,28.57,0,0,0.46,33.33,0.26,20,0.15,33.33,0.21,4.91,60,9.24,49.16,1.55,1.7,0.83,23.24,0.1,1.7,35.11,85.44,10.28,73.37,4.39,98.82,13.43,89.62,32.84,87.89,1.81,54.29,17.67,22.19,0.04,0.72,0,0.05,0.36,28.57,0.1,5.42,78.1,0.83,56.25,0.31,16.67,0.46,0.15,4.85,76.6,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
K. Bielik,Birmingham City,Birmingham City,DMF,25,3000000,2024-06-30,23,2059,1,1.03,2,0.12,20.76,54.53,Poland,Poland,right,189,78,yes,11.28,8,59.56,4.5,53.4,0.61,0.79,0.66,5.9,7.64,1.4,8,0.35,0,0,1.05,0.04,1,0.04,0.04,1,0.04,11,0.48,9.09,9.091,0.09,0.22,20,0.09,0,0.13,33.33,0.04,1.31,66.67,5.11,46.15,0.66,0.79,0.22,16.35,0.17,1.14,33.83,84.24,9.62,70.91,5.16,97.46,13.9,89.62,31.25,86.29,2.36,62.96,18.44,29.9,0.01,0.09,0,0.04,0.52,16.67,0.09,5.03,76.52,0.96,22.73,0.48,18.18,0.26,0.04,4.59,76.19,0,,0,,0,0,0,0,,,0.61,,,0.13,0.04,0,0,0,0
A. Trusty,Birmingham City,Birmingham City,LCB,24,3000000,2023-05-31,31,3057,4,2.73,1,0.63,19.81,58.54,United States,United States,left,191,78,yes,10.66,7.65,70,6.36,61.57,0.03,0.04,0.38,5.27,6.82,1.03,5,0.15,0,0,0.74,0.12,4,0.12,0.08,2,0.06,14,0.41,35.71,28.571,0.03,0.59,35,0.56,36.84,0.03,0,0.12,0.68,52.17,2.33,39.24,0.79,0.77,0.09,15.04,0.47,0.47,28.06,77.54,13.54,67.83,3.18,95.37,8.13,89.13,23.11,84.33,4.42,48,21.78,38.69,0.02,0.21,0,0,0.06,50,0.03,4.71,65.63,0.77,38.46,0.21,57.14,0.29,0.24,6.24,66.51,0,,0,,0,0,0,0,,,1.3,,,0,0,0,0,0,0
D. Sanderson,Birmingham City,Birmingham City,"RCB, CB",23,3000000,2025-06-30,29,2782,1,1.53,1,0.68,15.27,57.42,England,England,right,188,78,yes,8.44,5.98,68.11,3.59,54.05,0.55,0.71,0.39,3.82,4.95,0.91,9,0.29,0,0,0.52,0.03,1,0.03,0.05,0,0,8,0.26,50,12.5,0.03,0.45,28.57,0.03,100,0.42,23.08,0.1,0.61,36.84,2.3,35.21,0.49,0.52,0.26,16.69,0.03,0.55,28.57,83.01,10.84,68.96,2.69,96.39,12.58,93.57,22.94,90.97,5.21,52.17,23.78,44.95,0.02,0.16,0.03,0.03,0.03,100,0.13,4.14,54.69,0.68,33.33,0.36,27.27,0.23,0.13,5.27,65.03,0,,0,,0,0,0,0,,,1.62,,,0,0,0,0,0,0
I. Jones,Middlesbrough,Middlesbrough,"RW, RAMF, RWB",23,3000000,2025-06-30,27,2196,3,2.62,3,2.35,23.73,44.73,England,England,right,181,68,no,7.25,6.84,57.49,1.43,22.86,0.49,0.74,0.04,2.83,4.23,1.27,7,0.29,0,0,4.75,0.12,3,0.12,0.11,0,0,18,0.74,33.33,16.667,0.12,3.65,23.6,0,0,3.61,22.73,0.66,6.93,46.15,13.11,42.19,2.79,2.83,0.86,25.78,1.64,2.54,33.36,76.66,6.27,60.78,10.82,93.94,9.75,70.17,28.77,84.76,1.07,30.77,16.4,23.72,0.1,1.07,0.08,0.08,0.7,64.71,0.7,1.6,58.97,3.73,48.35,0.53,61.54,1.31,0.9,3.65,82.02,0,,0,,0,0,0,0,,,0.74,,,0,0,0,0.04,0,0
R. Wintle,Cardiff City,Cardiff City,"DMF, RCMF, RDMF",25,3000000,2024-06-30,31,2947,2,1.55,1,2.52,9.62,56.19,England,England,right,180,64,no,7.02,3.94,71.32,1.53,48,0.21,0.3,0.34,4,5.53,0.55,6,0.18,0,0,0.7,0.06,2,0.06,0.05,0,0,23,0.7,17.39,8.696,0.03,0.49,50,0.09,33.33,0.4,53.85,0.09,0.46,46.67,1.92,39.68,0.31,0.37,0.15,22.48,0.09,0.27,38.82,85.29,10.48,68.22,7.18,96.6,15.06,91.48,34.11,89.44,4.28,55.71,19.54,36.25,0.08,0.95,0.03,0,0.18,66.67,0.06,6.11,70.5,1.1,52.78,0.79,53.85,0.46,0.24,5.53,70.17,0,,0,,0,0,0,0,,,2.08,,,1.19,0.03,100,2.23,0,0
M. Forss,Middlesbrough,Middlesbrough,"CF, RAMF",23,3000000,2026-06-30,27,1464,7,5.03,3,0.72,19.06,30.97,Finland,Finland,right,182,73,no,4.43,4.73,46.75,2.7,9.09,0.68,1.1,0,1.54,2.49,1.6,3,0.18,0,0,2.7,0.43,6,0.37,0.31,0,0,31,1.91,45.16,22.581,0.18,1.48,37.5,0.18,33.33,1.29,38.1,0.12,2.95,39.58,7.87,32.81,3.2,0.98,0.55,11.07,1.41,0.86,13.95,77.53,1.97,65.63,4.67,94.74,3.14,68.63,12.3,83.5,0.25,25,14.93,6.01,0.04,0.31,0,0.06,0.25,50,0.31,0.98,43.75,1.05,58.82,0.12,0,0.49,0.55,1.6,69.23,0,,0,,0,0,0,0,,,0.06,,,0,0,0,0,1,100
G. Saville,Millwall,Millwall,"LDMF, LCMF, RDMF",29,3000000,2024-06-30,27,2005,1,1.11,0,2.3,22.31,53.92,England,"England, Northern Ireland",left,176,73,no,12.75,8.89,62.63,6.19,46.38,1.53,2.01,0.4,5.66,7.44,1.62,8,0.36,0,0,1.26,0.04,1,0.04,0.05,0,0,15,0.67,46.67,6.667,0,0.63,50,0.49,45.45,0.13,66.67,0.22,0.9,65,3.73,53.01,0.67,0.63,0.09,17.28,0.36,1.53,32.59,79.2,13.02,63.45,5.79,96.9,9.2,91.22,28.68,82.32,3.28,57.53,17.8,28.49,0.1,0.9,0,0,0.09,50,0.27,5.52,66.67,1.3,48.28,0.27,50,0.58,0.31,5.7,71.65,0,,0,,0,0,0,0,,,0.22,,,0.81,0,0,1.8,0,0
Z. Flemming,Millwall,Millwall,"AMF, CF",24,3000000,2024-06-30,27,2351,10,7.1,1,2.81,19.52,44.71,Netherlands,Netherlands,right,185,85,no,5.32,4.75,54.84,3.45,53.33,0.27,0.36,0.19,2.45,3.28,1.68,0,0,0,0,2.91,0.38,10,0.38,0.27,1,0.04,77,2.95,40.26,12.987,0.04,1.68,27.27,0.65,23.53,1,30.77,0.27,2.26,47.46,7.12,33.33,2.22,0.73,0.27,13.25,1.11,0.96,22.28,72.34,6.28,56.1,5.44,93.66,6.16,69.57,18.76,78.98,1.84,45.83,16.86,23.3,0.11,0.84,0,0,0.84,22.73,0.42,3.22,59.52,2.76,41.67,1.23,15.63,0.92,0.5,3.22,71.43,0,,0,,0,0,0,0,,,0.5,,,0.61,0.61,56.25,0,0,0
G. Hamer,Coventry City,Coventry City,"RCMF, LCMF",25,3000000,2024-06-30,26,2287,5,1.99,3,4.22,16.88,55.01,Brazil,"Brazil, Netherlands",right,169,61,no,10,8.74,62.61,0.91,39.13,0.04,0.05,0.2,4.49,5.6,1.69,2,0.08,2,0.08,3.07,0.2,5,0.2,0.08,0,0,60,2.36,31.67,8.333,0.12,0.91,30.43,0.51,38.46,0.39,20,0.24,2.52,59.38,4.96,53.17,0.79,1.85,1.06,27.47,0.24,0.79,44,75.13,19.72,66.27,4.8,89.34,12.16,83.82,37.42,80.44,5.75,47.95,19.65,40.52,0.17,1.1,0.16,0.08,1.46,37.84,0.31,9.6,65.57,3.23,40.24,1.46,32.43,1.14,0.28,10.07,78.91,0,,0,,0,0,0,0,,,0.63,,,1.89,0.47,33.33,3.03,0,0
J. Ngakia,Watford,Watford,"RB, RWB, LWB",22,2800000,2024-06-30,7,597,0,0.16,0,0.22,23.07,50.98,England,"England, Congo DR",right,184,73,no,12.51,10.25,58.82,2.26,26.67,0.75,1,0.15,5.73,7.6,1.51,1,0.15,0,0,4.52,0,0,0,0.02,0,0,3,0.45,33.33,0,0,3.17,33.33,0.6,50,2.56,29.41,0.3,4.52,66.67,6.93,50,0.9,1.36,0.6,18.99,0.9,0.75,29.1,69.95,12.96,61.63,4.52,90,7.24,70.83,22.31,79.73,3.77,44,20.48,34.14,0.03,0.45,0,0,0.3,100,0,5.43,47.22,2.71,61.11,0.3,0,0.6,1.21,6.63,68.18,0,,0,,0,0,0,0,,,0.15,,,0,0,0,0,0,0
O. Ntcham,Swansea City,Swansea City,"AMF, LWF, LAMF",27,2800000,2024-06-30,27,1294,5,2.26,2,2.27,15.3,38.18,France,"France, Cameroon",right,180,80,no,4.87,3.41,57.14,2.23,31.25,0.42,0.76,0.07,2.5,4.58,0.63,2,0.14,0,0,2.36,0.35,5,0.35,0.16,0,0,32,2.23,28.13,15.625,0.14,1.53,27.27,1.32,26.32,0.21,33.33,0.07,2.78,45,8,35.65,1.32,3.69,0.83,38.11,0.9,0.42,47.23,87.04,10.57,80.92,12.59,98.9,14.33,84.47,42.98,90.45,2.85,65.85,17.34,32.79,0.16,1.04,0,0,0.28,25,0.56,5.29,77.63,2.5,66.67,0.49,42.86,1.25,0.35,5.43,87.18,0,,0,,0,0,0,0,,,0.56,,,0.07,0.07,0,0.07,0,0
J. Storey,Preston North End,Preston North End,RCB,25,2800000,2025-06-30,28,2690,2,1.41,0,0.52,19.91,63.19,England,England,right,188,76,no,10.24,6.99,65.55,7.19,68.84,0.2,0.26,0.5,5.45,7.02,0.6,8,0.27,0,0,0.7,0.07,2,0.07,0.05,2,0.07,7,0.23,57.14,28.571,0,0.47,42.86,0,0,0.47,42.86,0,0.43,69.23,1.94,48.28,0.33,0.7,0.2,20.68,0.33,0.74,33.69,84.81,14.42,74.71,3.48,92.31,11.21,93.13,29.01,89.73,4.22,55.56,19.46,36.32,0.02,0.2,0,0,0.07,100,0.07,3.98,66.39,0.6,44.44,0.1,33.33,0.13,0.2,6.02,66.11,0,,0,,0,0,0,0,,,1.81,,,0,0,0,0,0,0
G. Hanley,Norwich City,Norwich City,"LCB, RCB",31,2800000,2025-06-30,30,2924,1,2.38,1,1.09,14.74,71.19,Scotland,Scotland,right,187,76,no,8.19,4.92,72.5,5.2,72.19,0.12,0.19,0.58,4.49,7.06,0.68,8,0.25,1,0.03,0.31,0.03,1,0.03,0.07,0,0,13,0.4,15.38,7.692,0.03,0,0,0,0,0,0,0,0.22,85.71,1.42,73.91,0.52,1.08,0.06,31.06,0.31,1.14,44.32,91.53,13.24,78.37,2.68,98.85,23.92,98.2,40.66,94.47,3.66,58.82,20.92,39.11,0.03,0.09,0,0.03,0.12,50,0.03,2.89,62.77,0.22,57.14,0.12,75,0.22,0,4.86,64.56,0,,0,,0,0,0,0,,,2.12,,,0,0,0,0,0,0
R. Dickie,Queens Park Rangers,Queens Park Rangers,RCB,26,2800000,2024-06-30,24,2028,0,2.24,0,0.06,15.36,67.92,England,England,right,195,88,no,8.25,4.39,80.81,5.19,68.38,0.13,0.19,0.71,4.57,6.55,0.58,4,0.18,0,0,0.75,0,0,0,0.1,0,0,15,0.67,26.67,0,0,0.27,50,0,0,0.27,50,0,0.58,76.92,2.44,61.82,0.71,1.38,0.67,32.04,0.04,0.8,47.71,88.47,21.12,78.78,1.91,93.02,20.55,96.76,42.47,94.46,4.97,39.29,22.69,39.98,0,0.04,0,0,0,0,0.04,5.59,60.32,0.49,27.27,0.4,11.11,0.13,0.13,6.79,73.2,0,,0,,0,0,0,0,,,1.02,,,0,0,0,0,0,0
C. Akpom,Middlesbrough,Middlesbrough,"AMF, CF",27,2800000,2023-06-30,24,2008,16,11.25,2,1.58,21.6,36.72,England,"England, Nigeria",right,186,81,no,2.42,2.51,50,4.98,35.14,0.04,0.07,0.22,1.12,1.7,0.94,2,0.09,0,0,3.27,0.72,15,0.67,0.5,5,0.22,50,2.24,52,32,0.09,0.45,30,0.27,33.33,0.13,0,0,2.47,67.27,10.58,38.56,3.23,1.25,0.9,12.1,1.08,2.06,15.55,83,3.27,63.01,3.5,94.87,5.47,86.89,14.43,85.4,0.81,61.11,17.34,18.74,0.07,0.45,0.13,0.04,0.67,46.67,0.22,2.29,76.47,0.99,54.55,0.72,37.5,0.58,0.04,1.52,91.18,0,,0,,0,0,0,0,,,0,,,0,0,0,0,2,50
A. Wharton,Blackburn Rovers,Blackburn Rovers,"LDMF, LCMF, AMF",18,2500000,2027-06-30,10,535,1,0.47,1,0.51,15.64,48.39,England,England,left,182,73,no,11.1,6.06,69.44,1.51,55.56,1.68,2.38,0.17,5.21,7.38,0.67,1,0.17,0,0,1.85,0.17,1,0.17,0.08,0,0,6,1.01,16.67,16.667,0.17,1.01,33.33,0.17,0,0.84,40,0,1.35,75,5.05,36.67,1.85,1.35,0.34,40.21,0.34,0.67,52.65,84.03,17.66,70.48,7.74,91.3,20.69,93.5,47.78,87.68,4.04,50,20.59,31.97,0.09,1.01,0.17,0.17,1.18,28.57,0.17,8.92,66.04,3.2,36.84,1.85,27.27,1.01,0.5,9.08,77.78,0,,0,,0,0,0,0,,,1.01,,,0.17,0,0,2.19,0,0
D. Hyam,Blackburn Rovers,Blackburn Rovers,"RCB, LCB, CB",27,2500000,2025-06-30,23,2206,1,0.77,1,0.04,15.95,62.15,Scotland,"Scotland, England",right,188,70,no,9.91,6.32,74.84,5.79,54.23,0.12,0.17,0.61,5.06,6.84,0.49,3,0.12,0,0,0.24,0.04,1,0.04,0.03,0,0,4,0.16,50,25,0.04,0,0,0,0,0,0,0,0.16,75,1.1,40.74,0.45,0.53,0.2,39.78,1.14,0.37,55.44,88.3,21.5,74.95,3.18,100,25.17,97.41,49.65,93.51,5.79,43.66,20.67,36.12,0,0.04,0,0.04,0.12,33.33,0.04,4.16,53.92,0.33,37.5,0.37,11.11,0.16,0,6.89,56.21,0,,0,,0,0,0,0,,,2.04,,,0,0,0,0,0,0
A. Semenyo,Bournemouth,Bristol City,CF,23,2500000,2023-06-30,23,1375,6,5.86,2,2.37,35.8,35.1,England,"England, Ghana",right,178,70,no,3.67,3.73,52.63,9.62,33.33,0.07,0.09,0.13,1.64,2.32,1.77,5,0.33,0,0,4.65,0.39,6,0.39,0.38,1,0.07,35,2.29,42.86,17.143,0.13,2.16,21.21,1.44,22.73,0.65,10,0.46,4.97,61.84,15.25,34.33,5.17,2.42,0.33,10.21,1.51,1.51,16.82,75.1,2.95,57.78,5.11,96.15,4.71,76.39,14.14,83.8,0.65,50,15.8,14.3,0.16,0.65,0,0.07,0.26,50,0.33,1.44,63.64,0.98,60,0.2,33.33,0.46,0.46,1.44,77.27,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
D. Bentley,Wolverhampton Wanderers,Bristol City,GK,29,2500000,2023-06-30,13,1277,0,0,0,0,1.06,66.67,England,England,right,188,72,no,1.41,0.28,75,0.42,100,0,0,0,1.2,1.67,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,100,0.14,50,0,0,0,12.83,0.14,0.14,18.25,84.56,14.31,80.3,0.07,100,3.45,100,7.82,99.1,10.29,74.66,39.74,51.64,0,0,0,0,0,0,0,3.17,64.44,0.14,0,0.07,0,0,0,8.88,81.75,21,1.48,57,4.02,4,63.16,15.79,1.11,-5.21,-0.367,0,1.41,0.42,,,,0,0,0
F. Anjorin,Huddersfield Town,Huddersfield Town,"RW, AMF, RWF",21,2500000,2025-06-30,8,472,2,0.48,0,0.06,23.83,40.8,England,"England, Nigeria",right,186,74,yes,6.48,5.53,68.97,1.91,10,0.19,0.26,0,2.48,3.42,0.76,0,0,0,0,3.62,0.38,2,0.38,0.09,0,0,7,1.33,42.86,28.571,0,1.33,28.57,0.19,0,1.14,33.33,0.38,5.15,48.15,12.39,36.92,1.33,2.1,2.29,15.83,0.19,0.76,24.22,79.53,7.06,62.16,6.67,97.14,6.1,68.75,21.17,85.59,2.1,36.36,18.14,34.48,0.01,0.38,0.19,0,0.76,25,0,4.39,65.22,2.48,30.77,1.53,12.5,0.76,0.38,3.24,52.94,0,,0,,0,0,0,0,,,0,,,0.38,0,0,0,0,0
N. Nkounkou,Saint-Étienne,Cardiff City,LB,22,2500000,2024-06-30,18,1324,0,0.44,1,0.93,20.53,44.7,France,"France, Congo",left,180,78,yes,8.36,7.14,53.33,2.65,38.46,0.41,0.51,0,4.15,5.18,1.29,5,0.34,0,0,3.94,0,0,0,0.03,0,0,10,0.68,30,0,0.07,2.38,20,2.38,20,0,0,0.34,5.51,50.62,8.16,40.83,0.54,3.26,1.56,25.29,1.84,0.48,36.03,70.94,16.79,61.54,4.01,91.53,11.49,74.56,28.41,79.9,5.51,45.68,22.17,42.64,0.06,0.48,0.07,0.14,1.56,30.43,0.2,7.89,56.03,3.81,39.29,1.84,37.04,1.16,0.41,9.58,81.56,0,,0,,0,0,0,0,,,0.75,,,0.07,0,0,0.07,0,0
J. Clarke-Salter,Queens Park Rangers,Queens Park Rangers,"LCB, LB",25,2500000,2026-06-30,14,1126,0,0.61,0,0.13,19.58,61.22,England,England,left,188,70,no,10.63,7.19,67.78,7.59,65.26,1.04,1.55,0.48,4.72,7.02,1.28,1,0.08,0,0,0.48,0,0,0,0.05,0,0,2,0.16,50,0,0,0.48,33.33,0.48,33.33,0,0,0,0.8,30,2.16,29.63,0.32,0.56,0.32,33.09,0.48,0.24,51.95,84.92,27.58,77.97,2.24,92.86,18.06,93.81,43.96,89.45,7.51,61.7,21.49,37.72,0.01,0.08,0,0,0,0,0.08,7.27,72.53,0.8,30,0.56,42.86,0.16,0.16,11.67,72.6,0,,0,,0,0,0,0,,,0.72,,,0,0,0,0,0,0
B. Sheaf,Coventry City,Coventry City,"RCMF, LCMF, DMF",25,2500000,2024-06-30,28,2542,0,1.98,2,1.42,19.97,57.27,England,England,right,185,64,no,11.9,8.92,63.89,3.12,56.82,0.85,1.05,0.14,5.35,6.59,1.06,9,0.32,0,0,1.84,0,0,0,0.07,0,0,28,0.99,10.71,0,0.07,0.67,26.32,0.32,44.44,0.35,10,0.04,2.02,64.91,4.96,51.43,0.74,0.96,0.39,27.55,0.21,0.74,43.87,82.08,16.43,71.34,5.81,91.46,14.13,87.97,40.11,85.79,3.08,45.98,17.27,37.25,0.05,0.6,0,0,0.74,33.33,0.18,7.26,71.71,1.52,44.19,0.92,30.77,0.64,0.18,8.11,72.93,0,,0,,0,0,0,0,,,0.21,,,0,0,0,0.04,0,0
E. Michut,Sunderland,Sunderland,"LDMF, RCMF",19,2500000,2025-06-30,10,486,0,0.45,0,0.14,20.19,48.62,France,France,right,178,68,yes,7.41,9.26,56,2.04,36.36,0.56,0.98,0.19,1.67,2.93,1.48,2,0.37,0,0,1.48,0,0,0,0.08,0,0,5,0.93,0,0,0,0,0,0,0,0,0,0,2.04,63.64,6.48,48.57,0.56,0.56,0.93,25.56,0.19,2.22,35.19,88.95,6.67,77.78,7.22,89.74,12.96,90,33.89,91.8,1.3,14.29,16.16,21.72,0.03,0.19,0,0,0.37,50,0.19,3.33,88.89,0.56,33.33,0.74,25,0,0,3.7,50,0,,0,,0,0,0,0,,,0.56,,,0,0,0,0,0,0
C. Morris,Luton Town,Luton Town,CF,27,2500000,2023-06-30,29,2298,11,7.44,2,2.39,36.66,32.16,England,England,right,185,85,no,3.41,2.94,50.67,9.83,39.04,0,0,0,1.92,2.66,1.64,7,0.27,0,0,3.33,0.43,11,0.43,0.29,2,0.08,60,2.35,41.67,18.333,0.08,1.92,26.53,1.29,36.36,0.59,6.67,0.35,3.56,50.55,15,27.68,3.8,1.02,0.27,11.71,2.11,1.02,21.5,69.03,5.09,51.54,5.05,87.6,5.44,68.35,18.49,74.58,1.14,48.28,15.85,21.15,0.09,0.63,0,0,0.31,12.5,0.27,1.92,55.1,1.8,32.61,0.43,36.36,0.51,0.43,2.31,67.8,0,,0,,0,0,0,0,,,0.04,,,0,0,0,0,0,0
